"UF","CNPJ","CEP","IE","FLAGS","IND_ORGAO_GOVERNAMENTAL","COD_NATUREZA_JURIDICA","TICO_CODIGO","ENTE_FEDERATIVO","INSCR_SUFRAMA","AMOSTRA_DE","CHAVE_AMOSTRA"
"PE","00.000.000/1502-40","55620000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"CE","00.000.000/2043-58","63250000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MG","17.754.144/0001-36","39120000","ISENTO","","S","124-4","06","MUNICIPIO DE GOUVEIA","","ENTE_FEDERATIVO","MUNICIPIO DE GOUVEIA"
"MG","00.000.000/7554-00","30160019","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MG","00.000.000/3034-10","39373000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SP","00.000.000/7780-10","19010900","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"BA","00.000.000/1284-06","45435000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"CE","00.000.000/2930-08","62370000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"ES","00.000.000/1758-20","29010912","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"BA","00.000.000/0346-81","40060000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"ES","00.000.000/4869-06","29313656","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SP","00.000.000/5050-48","13091908","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SE","00.000.000/2538-04","49260000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"BA","00.000.000/0041-89","44002272","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"BA","00.000.000/1455-99","43850000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SP","00.000.000/5287-65","08220830","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MT","00.000.000/4738-47","78005907","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"PR","00.000.000/2198-94","86225000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SC","00.000.000/1519-98","89294000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MS","00.000.000/4353-25","79770000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SP","00.000.000/2913-07","13710000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MG","00.000.000/0434-00","35290000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"AL","00.000.000/4671-03","57460000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"RS","00.000.000/7653-84","97010422","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"PI","00.000.000/7680-57","64000240","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"PR","00.000.000/0655-60","83900088","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MT","00.000.000/1448-60","78695000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"PB","00.000.000/2792-85","58345000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"ES","00.000.000/7825-56","29900020","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MS","00.000.000/4305-28","79955051","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SP","00.000.000/4055-07","11015504","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"RS","00.000.000/0362-00","98300000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SP","00.000.000/5248-59","13068601","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SP","00.000.000/2643-34","15105019","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"BA","00.000.000/0940-72","46430000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"BA","00.000.000/5252-35","43700000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MG","00.000.000/0393-06","39390000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SC","00.000.000/3378-20","89680000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SE","00.000.000/0207-02","49790000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MG","00.000.000/0026-40","36800034","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"BA","00.000.000/2254-36","44890000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MG","00.000.000/2351-56","35995000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MG","00.000.000/2989-05","38660000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"PR","00.406.831/0001-68","85108000","4010874357","","N","","03","*****","","ENTE_FEDERATIVO","*****"
"RS","00.000.000/4964-64","96010150","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SP","00.000.000/6449-19","15540000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SP","00.000.000/4572-13","15845023","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SP","00.000.000/6590-02","03620001","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"ES","00.000.000/3825-31","29255000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"GO","00.000.000/4847-09","74815465","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"RS","00.000.000/0330-14","97590000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"BA","00.000.000/0006-04","41745002","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"PI","00.000.000/1202-51","64400000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"PI","00.000.000/1354-45","64750000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SP","00.000.000/5719-38","07244000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"PB","00.000.000/1477-02","58580000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MS","00.000.000/1762-06","79002908","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"BA","00.000.000/6822-50","41820021","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"DF","00.000.000/7256-76","70308200","0731456810042","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MG","00.000.000/1026-01","35650000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MG","00.000.000/2375-23","37730000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"CE","74.075.938/0001-07","60824140","069828512","","S","203-8","03","CE","","ENTE_FEDERATIVO","CE"
"AL","00.000.000/2081-83","57490000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"PE","00.000.000/2995-53","55200000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"TO","00.000.000/1200-90","77500176","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"PE","00.000.000/7649-06","50030900","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"PE","00.000.000/2920-36","54800000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SE","00.000.000/2602-66","49550000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"RS","00.000.000/2616-61","96950000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"DF","00.000.000/7572-84","70073900","0731456812509","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SP","00.000.000/0223-22","19800904","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MA","00.000.000/1932-16","65500000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SP","00.000.000/1571-71","15850000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"RS","00.000.000/4660-42","97010422","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MA","00.000.000/6824-11","65295000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"RJ","00.000.000/6871-38","20031923","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MG","00.000.000/0344-10","39100000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MG","00.000.000/3578-55","30180163","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SP","00.000.000/7590-66","13201012","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SP","00.000.000/4741-42","13015082","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MG","00.000.000/0482-08","39200000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"RN","00.000.000/1545-80","59162000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"PR","00.000.000/7281-87","85801080","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SP","00.000.000/7316-41","15090305","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"PR","00.000.000/0796-00","87560000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MG","00.000.000/2185-70","35365000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SC","00.000.000/3081-37","89053194","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"AC","10.328.753/0001-84","69918172","0102165200181","AMOC","N","","03","","101458207","INSCR_SUFRAMA","101458207"
"AC","04.814.502/0001-07","69909640","0101276700141","AMOC","N","214-3","03","","200405608","INSCR_SUFRAMA","200405608"
"AC","04.116.380/0001-85","69905684","0100012300159","AMOC","N","","03","","112324207","INSCR_SUFRAMA","112324207"
"AM","14.683.671/0004-51","69050970","054432340","ZFM","N","","03","","210180102","INSCR_SUFRAMA","210180102"
"RO","10.461.949/0001-42","76940971","00000001747487","AMOC","N","","03","","200819437","INSCR_SUFRAMA","200819437"
"RR","18.422.603/0002-28","69301180","240392604","ALC","N","206-2","03","","200333356","INSCR_SUFRAMA","200333356"
"AM","63.554.067/0191-07","69074695","ISENTO","ZFM","N","205-4","06","","220108633","INSCR_SUFRAMA","220108633"
"RO","03.396.015/0001-09","76940000","00000000924521","AMOC","N","","03","","200844164","INSCR_SUFRAMA","200844164"
"AM","34.468.979/0001-49","69007002","063010186","ZFM","N","","03","","200192124","INSCR_SUFRAMA","200192124"
"RO","63.745.913/0001-57","76821456","ISENTO","AMOC","N","206-2","06","","200611437","INSCR_SUFRAMA","200611437"
"RO","84.596.170/0001-70","76804373","ISENTO","AMOC","N","206-2","06","","200608177","INSCR_SUFRAMA","200608177"
"RO","05.939.723/0001-74","76804144","ISENTO","AMOC","N","206-2","06","","200614908","INSCR_SUFRAMA","200614908"
"RO","05.925.052/0005-16","76816800","00000005470439","AMOC","N","205-4","03","","200646087","INSCR_SUFRAMA","200646087"
"RO","27.583.779/0001-71","76908287","00000004772393","AMOC","N","206-2","03","","200804944","INSCR_SUFRAMA","200804944"
"RO","13.939.183/0001-57","76870249","00000003370038","AMOC","N","205-4","03","","200608797","INSCR_SUFRAMA","200608797"
"AM","04.563.672/0001-66","69075830","41034341","ZFM","N","","03","","200161709","INSCR_SUFRAMA","200161709"
"RO","04.334.842/0001-30","76960970","00000000904082","AMOC","N","206-2","03","","200829076","INSCR_SUFRAMA","200829076"
"AC","04.563.672/0007-51","69920184","0100425400197","AMOC","N","206-2","03","","200409948","INSCR_SUFRAMA","200409948"
"RO","07.103.838/0001-50","76970000","00000001348779","AMOC","N","","03","","200900951","INSCR_SUFRAMA","200900951"
"RO","04.966.780/0002-60","76870238","00000001089960","AMOC","N","205-4","03","","200625594","INSCR_SUFRAMA","200625594"
"RR","21.757.288/0001-13","69312310","240454850","ALC","N","206-2","03","","200346075","INSCR_SUFRAMA","200346075"
"AM","84.490.648/0001-83","69025005","ISENTO","ZFM","N","","06","","200121480","INSCR_SUFRAMA","200121480"
"AM","03.576.305/0001-34","69057010","041435249","ZFM","N","206-2","03","","200106961","INSCR_SUFRAMA","200106961"
"AM","05.896.621/0001-19","69020141","042103940","ZFM","N","","03","","200120921","INSCR_SUFRAMA","200120921"
"RO","09.054.087/0001-54","76835500","00000002304732","AMOC","N","","03","","200644637","INSCR_SUFRAMA","200644637"
"AM","13.699.433/0001-29","69006373","063007339","ZFM","N","206-2","03","","200120883","INSCR_SUFRAMA","200120883"
"RO","16.731.624/0001-19","76806130","00000003675181","AMOC","N","","03","","200635239","INSCR_SUFRAMA","200635239"
"RO","29.471.069/0003-47","76850000","00000006556124","ALC","N","206-2","03","","200921223","INSCR_SUFRAMA","200921223"
"AM","02.958.757/0001-18","69075000","063000725","ZFM","N","206-2","03","","200106929","INSCR_SUFRAMA","200106929"
"AM","33.453.598/0147-79","69049970","041505174","ZFM","N","205-4","03","","200162063","INSCR_SUFRAMA","200162063"
"AM","59.476.770/0040-64","69075840","062009109","ZFM","N","206-2","03","","200163701","INSCR_SUFRAMA","200163701"
"AM","04.563.722/0001-05","69050001","041014553","ZFM","N","","03","","200118536","INSCR_SUFRAMA","200118536"
"AM","12.660.948/0001-52","69045130","042352029","ZFM","N","206-2","03","","200107062","INSCR_SUFRAMA","200107062"
"RO","84.615.541/0001-14","76870505","00000000387029","AMOC","N","","03","","200620550","INSCR_SUFRAMA","200620550"
"AM","06.207.412/0001-83","69089243","063003171","ZFM","N","206-2","03","","200118706","INSCR_SUFRAMA","200118706"
"AM","07.390.807/0001-27","69007004","042156742","ZFM","N","","03","","200166808","INSCR_SUFRAMA","200166808"
"RO","41.481.729/0001-04","76982084","00000005959560","AMOC","N","206-2","03","","200916343","INSCR_SUFRAMA","200916343"
"AM","05.370.795/0001-43","69075000","063900378","ZFM","N","","03","","200125443","INSCR_SUFRAMA","200125443"
"RR","01.293.462/0001-07","69314543","240062355","ALC","N","206-2","03","","200312006","INSCR_SUFRAMA","200312006"
"AM","02.341.467/0018-79","69050000","041372417","ZFM","N","205-4","03","","200176706","INSCR_SUFRAMA","200176706"
"RO","04.906.988/0001-03","76804046","ISENTO","AMOC","N","206-2","06","","200639846","INSCR_SUFRAMA","200639846"
"AM","02.283.886/0006-68","69058415","042943078","ZFM","N","206-2","03","","200115022","INSCR_SUFRAMA","200115022"
"AP","60.975.737/0009-09","68901901","ISENTO","ALC","N","","06","","201100576","INSCR_SUFRAMA","201100576"
"AC","03.181.007/0001-45","69918764","0100015000121","AMOC","N","213-5","03","","200403435","INSCR_SUFRAMA","200403435"
"AM","03.071.894/0001-07","69075060","063000270","ZFM","N","206-2","03","","200155091","INSCR_SUFRAMA","200155091"
"AM","04.565.503/0001-65","69050000","041009509","ZFM","N","206-2","03","","200128639","INSCR_SUFRAMA","200128639"
"RO","84.646.934/0008-61","76850000","00000005755263","ALC","N","","03","","200705601","INSCR_SUFRAMA","200705601"
"RO","09.391.823/0002-40","76805812","00000001746880","AMOC","N","","03","","200622188","INSCR_SUFRAMA","200622188"
"RO","04.925.387/0020-00","76980002","00000006215483","AMOC","N","205-4","03","","200919164","INSCR_SUFRAMA","200919164"
"RO","18.571.247/0002-04","76870202","00000004404297","AMOC","N","206-2","03","","200614746","INSCR_SUFRAMA","200614746"
"AM","06.303.603/0001-49","69082267","063003368","IND","N","","03","","200100807","INSCR_SUFRAMA","200100807"
"AC","53.197.427/0001-98","69900433","0108992200182","AMOC","N","","03","","200428608","INSCR_SUFRAMA","200428608"
"AM","05.533.354/0001-15","69078530","ISENTO","ZFM","N","","06","","220137595","INSCR_SUFRAMA","220137595"
"AM","01.955.808/0007-80","69050010","ISENTO","ZFM","N","","06","","220115354","INSCR_SUFRAMA","220115354"
"AM","18.563.036/0001-49","69037000","053452623","ZFM","N","206-2","03","","200175920","INSCR_SUFRAMA","200175920"
"RO","04.901.195/0001-00","76987487","00000000046086","AMOC","N","206-2","03","","200905597","INSCR_SUFRAMA","200905597"
"AM","05.890.301/0001-51","69054237","ISENTO","ZFM","N","399-9","06","","220149763","INSCR_SUFRAMA","220149763"
"RO","84.638.675/0001-50","76997000","00000000372951","AMOC","N","230-5","03","","200906771","INSCR_SUFRAMA","200906771"
"AM","33.906.812/0001-50","69054700","062012673","ZFM","N","","03","","200196464","INSCR_SUFRAMA","200196464"
"AM","04.011.946/0001-04","69020080","070002592","ZFM","N","","03","","200155717","INSCR_SUFRAMA","200155717"
"RO","19.793.539/0001-73","76850000","00000004026039","ALC","N","","03","","200702912","INSCR_SUFRAMA","200702912"
"AM","05.994.459/0001-71","69055035","ISENTO","ZFM","N","","06","","200127780","INSCR_SUFRAMA","200127780"
"AM","22.102.403/0001-84","69096000","062012010","ZFM","N","206-2","03","","200164937","INSCR_SUFRAMA","200164937"
"AC","11.515.696/0001-05","69906134","0102652600169","AMOC","N","206-2","03","","200400690","INSCR_SUFRAMA","200400690"
"RO","10.408.092/0001-05","76914870","00000001743406","AMOC","N","206-2","03","","200804111","INSCR_SUFRAMA","200804111"
"AM","00.712.779/0001-78","69063510","ISENTO","ZFM","N","","06","","200166131","INSCR_SUFRAMA","200166131"
"AM","05.113.942/0002-80","69083000","054521874","ZFM","N","205-4","03","","210186097","INSCR_SUFRAMA","210186097"
"AM","15.725.177/0001-22","69093000","053252608","ZFM","N","206-2","03","","200135163","INSCR_SUFRAMA","200135163"
"AM","17.352.044/0001-83","69055000","053327357","ZFM","N","206-2","03","","200129945","INSCR_SUFRAMA","200129945"
"AM","18.080.368/0001-72","69093415","ISENTO","ZFM","N","","06","","200160770","INSCR_SUFRAMA","200160770"
"RO","05.969.282/0006-68","76958970","00000001668307","AMOC","N","206-2","03","","200606689","INSCR_SUFRAMA","200606689"
"AM","00.701.269/0001-03","69010001","041034910","ZFM","N","206-2","03","","200148605","INSCR_SUFRAMA","200148605"
"RO","33.090.721/0010-80","76811738","00000006108873","AMOC","N","206-2","03","","200647172","INSCR_SUFRAMA","200647172"
"AC","09.392.692/0002-16","69980000","0102043200276","ALC","N","206-2","03","","200509900","INSCR_SUFRAMA","200509900"
"RR","04.610.978/0001-26","69360000","240026172","AMOC","N","206-2","03","","200318527","INSCR_SUFRAMA","200318527"
"AC","45.963.392/0001-22","69980000","0107903200183","ALC","N","","03","","200511840","INSCR_SUFRAMA","200511840"
"AM","12.362.542/0001-93","69060020","053178866","ZFM","N","","03","","200153382","INSCR_SUFRAMA","200153382"
"AM","13.442.303/0001-06","69057060","054656036","ZFM","N","","03","","220122890","INSCR_SUFRAMA","220122890"
"AC","02.916.265/0183-79","69907701","0101563000257","AMOC","N","204-6","03","","200417339","INSCR_SUFRAMA","200417339"
"AM","07.656.227/0001-39","69037005","062004735","ZFM","N","","03","","200155130","INSCR_SUFRAMA","200155130"
"AM","03.915.810/0001-66","69057060","041449134","ZFM","N","206-2","03","","200164430","INSCR_SUFRAMA","200164430"
"AM","10.676.472/0001-12","69057002","042929083","ZFM","N","206-2","03","","200106198","INSCR_SUFRAMA","200106198"
"AM","38.442.186/0001-01","69075110","063010658","ZFM","N","206-2","03","","210121793","INSCR_SUFRAMA","210121793"
"AM","07.526.557/0116-59","69058795","054591406","ZFM","N","","03","","220120838","INSCR_SUFRAMA","220120838"
